"Id", "ordered_at"
"10476", "2023-03-17 00:00:00"
"10477", "2023-03-17 00:00:00"
"10478", "2023-03-18 00:00:00"
"10479", "2023-03-19 00:00:00"
"10480", "2023-03-20 00:00:00"
"10481", "2023-03-20 00:00:00"
"10482", "2023-03-21 00:00:00"
"10483", "2023-03-24 00:00:00"
"10484", "2023-03-24 00:00:00"
"10485", "2023-03-25 00:00:00"
"10486", "2023-03-26 00:00:00"
"10487", "2023-03-26 00:00:00"
"10488", "2023-03-27 00:00:00"
"10489", "2023-03-28 00:00:00"
"10490", "2023-03-31 00:00:00"
"10491", "2023-03-31 00:00:00"
"10492", "2023-04-01 00:00:00"
"10493", "2023-04-02 00:00:00"
"10494", "2023-04-02 00:00:00"
"10495", "2023-04-03 00:00:00"
"10496", "2023-04-04 00:00:00"
"10497", "2023-04-04 00:00:00"
"10498", "2023-04-07 00:00:00"
"10499", "2023-04-08 00:00:00"
"10500", "2023-04-09 00:00:00"
"10501", "2023-04-09 00:00:00"
"10502", "2023-04-10 00:00:00"
"10503", "2023-04-11 00:00:00"
"10504", "2023-04-11 00:00:00"
"10505", "2023-04-14 00:00:00"
"10506", "2023-04-15 00:00:00"
"10507", "2023-04-15 00:00:00"
"10508", "2023-04-16 00:00:00"
"10509", "2023-04-17 00:00:00"
"10510", "2023-04-18 00:00:00"
"10511", "2023-04-18 00:00:00"
"10512", "2023-04-21 00:00:00"
"10513", "2023-04-22 00:00:00"
"10514", "2023-04-22 00:00:00"
"10515", "2023-04-23 00:00:00"
"10516", "2023-04-24 00:00:00"
"10517", "2023-04-24 00:00:00"
"10518", "2023-04-25 00:00:00"
"10519", "2023-04-28 00:00:00"
"10520", "2023-04-29 00:00:00"
"10521", "2023-04-29 00:00:00"
"10522", "2023-04-30 00:00:00"
"10523", "2023-05-01 00:00:00"
"10524", "2023-05-01 00:00:00"
"10525", "2023-05-02 00:00:00"
"10526", "2023-05-05 00:00:00"
"10527", "2023-05-05 00:00:00"
"10528", "2023-05-06 00:00:00"
"10529", "2023-05-07 00:00:00"
"10530", "2023-05-08 00:00:00"
"10531", "2023-05-08 00:00:00"
"10532", "2023-05-09 00:00:00"
"10533", "2023-05-12 00:00:00"
"10534", "2023-05-12 00:00:00"
"10535", "2023-05-13 00:00:00"
"10536", "2023-05-14 00:00:00"
"10537", "2023-05-14 00:00:00"
"10538", "2023-05-15 00:00:00"
"10539", "2023-05-16 00:00:00"
"10540", "2023-05-19 00:00:00"
"10541", "2023-05-19 00:00:00"
"10542", "2023-05-20 00:00:00"
"10543", "2023-05-21 00:00:00"
"10544", "2023-05-21 00:00:00"
"10545", "2023-05-22 00:00:00"
"10546", "2023-05-23 00:00:00"
"10547", "2023-05-23 00:00:00"
"10548", "2023-05-26 00:00:00"
"10549", "2023-05-27 00:00:00"
"10550", "2023-05-28 00:00:00"
"10551", "2023-05-28 00:00:00"
"10552", "2023-05-29 00:00:00"
"10553", "2023-05-30 00:00:00"
"10554", "2023-05-30 00:00:00"
"10555", "2023-06-02 00:00:00"
"10556", "2023-06-03 00:00:00"
"10557", "2023-06-03 00:00:00"
"10558", "2023-06-04 00:00:00"
"10559", "2023-06-05 00:00:00"
"10560", "2023-06-06 00:00:00"
"10561", "2023-06-06 00:00:00"
"10562", "2023-06-09 00:00:00"
"10563", "2023-06-10 00:00:00"
"10564", "2023-06-10 00:00:00"
"10565", "2023-06-11 00:00:00"
"10566", "2023-06-12 00:00:00"
"10567", "2023-06-12 00:00:00"
"10568", "2023-06-13 00:00:00"
"10569", "2023-06-16 00:00:00"
"10570", "2023-06-17 00:00:00"
"10571", "2023-06-17 00:00:00"
"10572", "2023-06-18 00:00:00"
"10573", "2023-06-19 00:00:00"
"10574", "2023-06-19 00:00:00"
"10575", "2023-06-20 00:00:00"
"10576", "2023-06-23 00:00:00"
"10577", "2023-06-23 00:00:00"
"10578", "2023-06-24 00:00:00"
"10579", "2023-06-25 00:00:00"
"10580", "2023-06-26 00:00:00"
"10581", "2023-06-26 00:00:00"
"10582", "2023-06-27 00:00:00"
"10583", "2023-06-30 00:00:00"
"10584", "2023-06-30 00:00:00"
"10585", "2023-07-01 00:00:00"
"10586", "2023-07-02 00:00:00"
"10587", "2023-07-02 00:00:00"
"10588", "2023-07-03 00:00:00"
"10589", "2023-07-04 00:00:00"
"10590", "2023-07-07 00:00:00"
"10591", "2023-07-07 00:00:00"
"10592", "2023-07-08 00:00:00"
"10593", "2023-07-09 00:00:00"
"10594", "2023-07-09 00:00:00"
"10595", "2023-07-10 00:00:00"
"10596", "2023-07-11 00:00:00"
"10597", "2023-07-11 00:00:00"
"10598", "2023-07-14 00:00:00"
"10599", "2023-07-15 00:00:00"
"10600", "2023-07-16 00:00:00"
"10601", "2023-07-16 00:00:00"
"10602", "2023-07-17 00:00:00"
"10603", "2023-07-18 00:00:00"
"10604", "2023-07-18 00:00:00"
"10605", "2023-07-21 00:00:00"
"10606", "2023-07-22 00:00:00"
"10607", "2023-07-22 00:00:00"
"10608", "2023-07-23 00:00:00"
"10609", "2023-07-24 00:00:00"
"10610", "2023-07-25 00:00:00"
"10611", "2023-07-25 00:00:00"
"10612", "2023-07-28 00:00:00"
"10613", "2023-07-29 00:00:00"
"10614", "2023-07-29 00:00:00"
"10615", "2023-07-30 00:00:00"
"10616", "2023-07-31 00:00:00"
"10617", "2023-07-31 00:00:00"
"10618", "2023-08-01 00:00:00"
"10619", "2023-08-04 00:00:00"
"10620", "2023-08-05 00:00:00"
"10621", "2023-08-05 00:00:00"
"10622", "2023-08-06 00:00:00"
"10623", "2023-08-07 00:00:00"
"10624", "2023-08-07 00:00:00"
"10625", "2023-08-08 00:00:00"
"10626", "2023-08-11 00:00:00"
"10627", "2023-08-11 00:00:00"
"10628", "2023-08-12 00:00:00"
"10629", "2023-08-12 00:00:00"
"10630", "2023-08-13 00:00:00"
"10631", "2023-08-14 00:00:00"
"10632", "2023-08-14 00:00:00"
"10633", "2023-08-15 00:00:00"
"10634", "2023-08-15 00:00:00"
"10635", "2023-08-18 00:00:00"
"10636", "2023-08-19 00:00:00"
"10637", "2023-08-19 00:00:00"
"10638", "2023-08-20 00:00:00"
"10639", "2023-08-20 00:00:00"
"10640", "2023-08-21 00:00:00"
"10641", "2023-08-22 00:00:00"
"10642", "2023-08-22 00:00:00"
"10643", "2023-08-25 00:00:00"
"10644", "2023-08-25 00:00:00"
"10645", "2023-08-26 00:00:00"
"10646", "2023-08-27 00:00:00"
"10647", "2023-08-27 00:00:00"
"10648", "2023-08-28 00:00:00"
"10649", "2023-08-28 00:00:00"
"10650", "2023-08-29 00:00:00"
"10651", "2023-09-01 00:00:00"
"10652", "2023-09-01 00:00:00"
"10653", "2023-09-02 00:00:00"
"10654", "2023-09-02 00:00:00"
"10655", "2023-09-03 00:00:00"
"10656", "2023-09-04 00:00:00"
"10657", "2023-09-04 00:00:00"
"10658", "2023-09-05 00:00:00"
"10659", "2023-09-05 00:00:00"
"10660", "2023-09-08 00:00:00"
"10661", "2023-09-09 00:00:00"
"10662", "2023-09-09 00:00:00"
"10663", "2023-09-10 00:00:00"
"10664", "2023-09-10 00:00:00"
"10665", "2023-09-11 00:00:00"
"10666", "2023-09-12 00:00:00"
"10667", "2023-09-12 00:00:00"
"10668", "2023-09-15 00:00:00"
"10669", "2023-09-15 00:00:00"
"10670", "2023-09-16 00:00:00"
"10671", "2023-09-17 00:00:00"
"10672", "2023-09-17 00:00:00"
"10673", "2023-09-18 00:00:00"
"10674", "2023-09-18 00:00:00"
"10675", "2023-09-19 00:00:00"
"10676", "2023-09-22 00:00:00"
"10677", "2023-09-22 00:00:00"
"10678", "2023-09-23 00:00:00"
"10679", "2023-09-23 00:00:00"
"10680", "2023-09-24 00:00:00"
"10681", "2023-09-25 00:00:00"
"10682", "2023-09-25 00:00:00"
"10683", "2023-09-26 00:00:00"
"10684", "2023-09-26 00:00:00"
"10685", "2023-09-29 00:00:00"
"10686", "2023-09-30 00:00:00"
"10687", "2023-09-30 00:00:00"
"10688", "2023-10-01 00:00:00"
"10689", "2023-10-01 00:00:00"
"10690", "2023-10-02 00:00:00"
"10691", "2023-10-03 00:00:00"
"10692", "2023-10-03 00:00:00"
"10693", "2023-10-06 00:00:00"
"10694", "2023-10-06 00:00:00"
"10695", "2023-10-07 00:00:00"
"10696", "2023-10-08 00:00:00"
"10697", "2023-10-08 00:00:00"
"10698", "2023-10-09 00:00:00"
"10699", "2023-10-09 00:00:00"
"10700", "2023-10-10 00:00:00"
"10701", "2023-10-13 00:00:00"
"10702", "2023-10-13 00:00:00"
"10703", "2023-10-14 00:00:00"
"10704", "2023-10-14 00:00:00"
"10705", "2023-10-15 00:00:00"
"10706", "2023-10-16 00:00:00"
"10707", "2023-10-16 00:00:00"
"10708", "2023-10-17 00:00:00"
"10709", "2023-10-17 00:00:00"
"10710", "2023-10-20 00:00:00"
"10711", "2023-10-21 00:00:00"
"10712", "2023-10-21 00:00:00"
"10713", "2023-10-22 00:00:00"
"10714", "2023-10-22 00:00:00"
"10715", "2023-10-23 00:00:00"
"10716", "2023-10-24 00:00:00"
"10717", "2023-10-24 00:00:00"
"10718", "2023-10-27 00:00:00"
"10719", "2023-10-27 00:00:00"
"10720", "2023-10-28 00:00:00"
"10721", "2023-10-29 00:00:00"
"10722", "2023-10-29 00:00:00"
"10723", "2023-10-30 00:00:00"
"10724", "2023-10-30 00:00:00"
"10725", "2023-10-31 00:00:00"
"10726", "2023-11-03 00:00:00"
"10727", "2023-11-03 00:00:00"
"10728", "2023-11-04 00:00:00"
"10729", "2023-11-04 00:00:00"
"10730", "2023-11-05 00:00:00"
"10731", "2023-11-06 00:00:00"
"10732", "2023-11-06 00:00:00"
"10733", "2023-11-07 00:00:00"
"10734", "2023-11-07 00:00:00"
"10735", "2023-11-10 00:00:00"
"10736", "2023-11-11 00:00:00"
"10737", "2023-11-11 00:00:00"
"10738", "2023-11-12 00:00:00"
"10739", "2023-11-12 00:00:00"
"10740", "2023-11-13 00:00:00"
"10741", "2023-11-14 00:00:00"
"10742", "2023-11-14 00:00:00"
"10743", "2023-11-17 00:00:00"
"10744", "2023-11-17 00:00:00"
"10745", "2023-11-18 00:00:00"
"10746", "2023-11-19 00:00:00"
"10747", "2023-11-19 00:00:00"
"10748", "2023-11-20 00:00:00"
"10749", "2023-11-20 00:00:00"
"10750", "2023-11-21 00:00:00"
"10751", "2023-11-24 00:00:00"
"10752", "2023-11-24 00:00:00"
"10753", "2023-11-25 00:00:00"
"10754", "2023-11-25 00:00:00"
"10755", "2023-11-26 00:00:00"
"10756", "2023-11-27 00:00:00"
"10757", "2023-11-27 00:00:00"
"10758", "2023-11-28 00:00:00"
"10759", "2023-11-28 00:00:00"
"10760", "2023-12-01 00:00:00"
"10761", "2023-12-02 00:00:00"
"10762", "2023-12-02 00:00:00"
"10763", "2023-12-03 00:00:00"
"10764", "2023-12-03 00:00:00"
"10765", "2023-12-04 00:00:00"
"10766", "2023-12-05 00:00:00"
"10767", "2023-12-05 00:00:00"
"10768", "2023-12-08 00:00:00"
"10769", "2023-12-08 00:00:00"
"10770", "2023-12-09 00:00:00"
"10771", "2023-12-10 00:00:00"
"10772", "2023-12-10 00:00:00"
"10773", "2023-12-11 00:00:00"
"10774", "2023-12-11 00:00:00"
"10775", "2023-12-12 00:00:00"
"10776", "2023-12-15 00:00:00"
"10777", "2023-12-15 00:00:00"
"10778", "2023-12-16 00:00:00"
"10779", "2023-12-16 00:00:00"
"10780", "2023-12-16 00:00:00"
"10781", "2023-12-17 00:00:00"
"10782", "2023-12-17 00:00:00"
"10783", "2023-12-18 00:00:00"
"10784", "2023-12-18 00:00:00"
"10785", "2023-12-18 00:00:00"
"10786", "2023-12-19 00:00:00"
"10787", "2023-12-19 00:00:00"
"10788", "2023-12-22 00:00:00"
"10789", "2023-12-22 00:00:00"
"10790", "2023-12-22 00:00:00"
"10791", "2023-12-23 00:00:00"
"10792", "2023-12-23 00:00:00"
"10793", "2023-12-24 00:00:00"
"10794", "2023-12-24 00:00:00"
"10795", "2023-12-24 00:00:00"
"10796", "2023-12-25 00:00:00"
"10797", "2023-12-25 00:00:00"
"10798", "2023-12-26 00:00:00"
"10799", "2023-12-26 00:00:00"
"10800", "2023-12-26 00:00:00"
"10801", "2023-12-29 00:00:00"
"10802", "2023-12-29 00:00:00"
"10803", "2023-12-30 00:00:00"
"10804", "2023-12-30 00:00:00"
"10805", "2023-12-30 00:00:00"
"10806", "2023-12-31 00:00:00"
"10807", "2023-12-31 00:00:00"
"10808", "2024-01-01 00:00:00"
"10809", "2024-01-01 00:00:00"
"10810", "2024-01-01 00:00:00"
"10811", "2024-01-02 00:00:00"
"10812", "2024-01-02 00:00:00"
"10813", "2024-01-05 00:00:00"
"10814", "2024-01-05 00:00:00"
"10815", "2024-01-05 00:00:00"
"10816", "2024-01-06 00:00:00"
"10817", "2024-01-06 00:00:00"
"10818", "2024-01-07 00:00:00"
"10819", "2024-01-07 00:00:00"
"10820", "2024-01-07 00:00:00"
"10821", "2024-01-08 00:00:00"
"10822", "2024-01-08 00:00:00"
"10823", "2024-01-09 00:00:00"
"10824", "2024-01-09 00:00:00"
"10825", "2024-01-09 00:00:00"
"10826", "2024-01-12 00:00:00"
"10827", "2024-01-12 00:00:00"
"10828", "2024-01-13 00:00:00"
"10829", "2024-01-13 00:00:00"
"10830", "2024-01-13 00:00:00"
"10831", "2024-01-14 00:00:00"
"10832", "2024-01-14 00:00:00"
"10833", "2024-01-15 00:00:00"
"10834", "2024-01-15 00:00:00"
"10835", "2024-01-15 00:00:00"
"10836", "2024-01-16 00:00:00"
"10837", "2024-01-16 00:00:00"
"10838", "2024-01-19 00:00:00"
"10839", "2024-01-19 00:00:00"
"10840", "2024-01-19 00:00:00"
"10841", "2024-01-20 00:00:00"
"10842", "2024-01-20 00:00:00"
"10843", "2024-01-21 00:00:00"
"10844", "2024-01-21 00:00:00"
"10845", "2024-01-21 00:00:00"
"10846", "2024-01-22 00:00:00"
"10847", "2024-01-22 00:00:00"
"10848", "2024-01-23 00:00:00"
"10849", "2024-01-23 00:00:00"
"10850", "2024-01-23 00:00:00"
"10851", "2024-01-26 00:00:00"
"10852", "2024-01-26 00:00:00"
"10853", "2024-01-27 00:00:00"
"10854", "2024-01-27 00:00:00"
"10855", "2024-01-27 00:00:00"
"10856", "2024-01-28 00:00:00"
"10857", "2024-01-28 00:00:00"
"10858", "2024-01-29 00:00:00"
"10859", "2024-01-29 00:00:00"
"10860", "2024-01-29 00:00:00"
"10861", "2024-01-30 00:00:00"
"10862", "2024-01-30 00:00:00"
"10863", "2024-02-02 00:00:00"
"10864", "2024-02-02 00:00:00"
"10865", "2024-02-02 00:00:00"
"10866", "2024-02-03 00:00:00"
"10867", "2024-02-03 00:00:00"
"10868", "2024-02-04 00:00:00"
"10869", "2024-02-04 00:00:00"
"10870", "2024-02-04 00:00:00"
"10871", "2024-02-05 00:00:00"
"10872", "2024-02-05 00:00:00"
"10873", "2024-02-06 00:00:00"
"10874", "2024-02-06 00:00:00"
"10875", "2024-02-06 00:00:00"
"10876", "2024-02-09 00:00:00"
"10877", "2024-02-09 00:00:00"
"10878", "2024-02-10 00:00:00"
"10879", "2024-02-10 00:00:00"
"10880", "2024-02-10 00:00:00"
"10881", "2024-02-11 00:00:00"
"10882", "2024-02-11 00:00:00"
"10883", "2024-02-12 00:00:00"
"10884", "2024-02-12 00:00:00"
"10885", "2024-02-12 00:00:00"
"10886", "2024-02-13 00:00:00"
"10887", "2024-02-13 00:00:00"
"10888", "2024-02-16 00:00:00"
"10889", "2024-02-16 00:00:00"
"10890", "2024-02-16 00:00:00"
"10891", "2024-02-17 00:00:00"
"10892", "2024-02-17 00:00:00"
"10893", "2024-02-18 00:00:00"
"10894", "2024-02-18 00:00:00"
"10895", "2024-02-18 00:00:00"
"10896", "2024-02-19 00:00:00"
"10897", "2024-02-19 00:00:00"
"10898", "2024-02-20 00:00:00"
"10899", "2024-02-20 00:00:00"
"10900", "2024-02-20 00:00:00"
"10901", "2024-02-23 00:00:00"
"10902", "2024-02-23 00:00:00"
"10903", "2024-02-24 00:00:00"
"10904", "2024-02-24 00:00:00"
"10905", "2024-02-24 00:00:00"
"10906", "2024-02-25 00:00:00"
"10907", "2024-02-25 00:00:00"
"10908", "2024-02-26 00:00:00"
"10909", "2024-02-26 00:00:00"
"10910", "2024-02-26 00:00:00"
"10911", "2024-02-26 00:00:00"
"10912", "2024-02-26 00:00:00"
"10913", "2024-02-26 00:00:00"
"10914", "2024-02-27 00:00:00"
"10915", "2024-02-27 00:00:00"
"10916", "2024-02-27 00:00:00"
"10917", "2024-03-02 00:00:00"
"10918", "2024-03-02 00:00:00"
"10919", "2024-03-02 00:00:00"
"10920", "2024-03-03 00:00:00"
"10921", "2024-03-03 00:00:00"
"10922", "2024-03-03 00:00:00"
"10923", "2024-03-03 00:00:00"
"10924", "2024-03-04 00:00:00"
"10925", "2024-03-04 00:00:00"
"10926", "2024-03-04 00:00:00"
"10927", "2024-03-05 00:00:00"
"10928", "2024-03-05 00:00:00"
"10929", "2024-03-05 00:00:00"
"10930", "2024-03-06 00:00:00"
"10931", "2024-03-06 00:00:00"
"10932", "2024-03-06 00:00:00"
"10933", "2024-03-06 00:00:00"
"10934", "2024-03-09 00:00:00"
"10935", "2024-03-09 00:00:00"
"10936", "2024-03-09 00:00:00"
"10937", "2024-03-10 00:00:00"
"10938", "2024-03-10 00:00:00"
"10939", "2024-03-10 00:00:00"
"10940", "2024-03-11 00:00:00"
"10941", "2024-03-11 00:00:00"
"10942", "2024-03-11 00:00:00"
"10943", "2024-03-11 00:00:00"
"10944", "2024-03-12 00:00:00"
"10945", "2024-03-12 00:00:00"
"10946", "2024-03-12 00:00:00"
"10947", "2024-03-13 00:00:00"
"10948", "2024-03-13 00:00:00"
"10949", "2024-03-13 00:00:00"
"10950", "2024-03-16 00:00:00"
"10951", "2024-03-16 00:00:00"
"10952", "2024-03-16 00:00:00"
"10953", "2024-03-16 00:00:00"
"10954", "2024-03-17 00:00:00"
"10955", "2024-03-17 00:00:00"
"10956", "2024-03-17 00:00:00"
"10957", "2024-03-18 00:00:00"
"10958", "2024-03-18 00:00:00"
"10959", "2024-03-18 00:00:00"
"10960", "2024-03-19 00:00:00"
"10961", "2024-03-19 00:00:00"
"10962", "2024-03-19 00:00:00"
"10963", "2024-03-19 00:00:00"
"10964", "2024-03-20 00:00:00"
"10965", "2024-03-20 00:00:00"
"10966", "2024-03-20 00:00:00"
"10967", "2024-03-23 00:00:00"
"10968", "2024-03-23 00:00:00"
"10969", "2024-03-23 00:00:00"
"10970", "2024-03-24 00:00:00"
"10971", "2024-03-24 00:00:00"
"10972", "2024-03-24 00:00:00"
"10973", "2024-03-24 00:00:00"
"10974", "2024-03-25 00:00:00"
"10975", "2024-03-25 00:00:00"
"10976", "2024-03-25 00:00:00"
"10977", "2024-03-26 00:00:00"
"10978", "2024-03-26 00:00:00"
"10979", "2024-03-26 00:00:00"
"10980", "2024-03-27 00:00:00"
"10981", "2024-03-27 00:00:00"
"10982", "2024-03-27 00:00:00"
