"Id", "unit_price_int"
"10372", "65"
"10373", "11"
"10373", "17"
"10374", "10"
"10374", "11"
"10375", "19"
"10375", "6"
"10376", "10"
"10377", "14"
"10377", "36"
"10378", "17"
"10379", "17"
"10379", "35"
"10379", "8"
"10380", "12"
"10380", "21"
"10380", "26"
"10380", "27"
"10381", "8"
"10382", "17"
"10382", "2"
"10382", "50"
"10382", "8"
"10382", "99"
"10383", "13"
"10383", "30"
"10383", "5"
"10384", "27"
"10384", "65"
"10385", "10"
"10385", "24"
"10385", "27"
"10386", "11"
"10386", "4"
"10387", "17"
"10387", "36"
"10387", "4"
"10387", "44"
"10388", "26"
"10388", "6"
"10388", "8"
"10389", "12"
"10389", "19"
"10389", "25"
"10389", "39"
"10390", "10"
"10390", "10"
"10390", "14"
"10390", "28"
"10391", "5"
"10392", "29"
"10393", "10"
"10393", "11"
"10393", "15"
"10393", "19"
"10393", "25"
"10394", "39"
"10394", "5"
"10395", "10"
"10395", "26"
"10395", "29"
"10396", "17"
"10396", "28"
"10396", "7"
"10397", "42"
"10397", "8"
"10398", "14"
"10398", "19"
"10399", "10"
"10399", "10"
"10399", "14"
"10399", "17"
"10400", "14"
"10400", "16"
"10400", "99"
"10401", "17"
"10401", "17"
"10401", "21"
"10401", "30"
"10402", "35"
"10402", "7"
"10403", "10"
"10403", "14"
"10404", "11"
"10404", "16"
"10404", "25"
"10405", "8"
"10406", "14"
"10406", "15"
"10406", "15"
"10406", "36"
"10406", "8"
"10407", "17"
"10407", "17"
"10407", "29"
"10408", "21"
"10408", "39"
"10408", "6"
"10409", "19"
"10409", "8"
"10410", "2"
"10410", "44"
"10411", "16"
"10411", "44"
"10411", "8"
"10412", "19"
"10413", "14"
"10413", "14"
"10413", "39"
"10414", "2"
"10414", "7"
"10415", "2"
"10415", "31"
"10416", "16"
"10416", "26"
"10416", "7"
"10417", "10"
"10417", "10"
"10417", "10"
"10417", "211"
"10418", "15"
"10418", "23"
"10418", "8"
"10418", "8"
"10419", "27"
"10419", "29"
"10420", "12"
"10420", "12"
"10420", "5"
"10420", "78"
"10421", "10"
"10421", "25"
"10421", "26"
"10421", "7"
"10422", "25"
"10423", "10"
"10423", "44"
"10424", "10"
"10424", "14"
"10424", "211"
"10425", "14"
"10425", "19"
"10426", "27"
"10426", "30"
"10427", "19"
"10428", "10"
"10429", "13"
"10429", "35"
"10430", "30"
"10430", "31"
"10430", "44"
"10430", "8"
"10431", "15"
"10431", "31"
"10431", "8"
"10432", "25"
"10432", "6"
"10433", "30"
"10434", "14"
"10434", "17"
"10435", "15"
"10435", "17"
"10435", "28"
"10436", "10"
"10436", "27"
"10436", "30"
"10436", "6"
"10437", "26"
"10438", "11"
"10438", "16"
"10438", "7"
"10439", "14"
"10439", "27"
"10439", "30"
"10439", "8"
"10440", "14"
"10440", "15"
"10440", "23"
"10440", "99"
"10441", "35"
"10442", "14"
"10442", "17"
"10442", "6"
"10443", "17"
"10443", "36"
"10444", "14"
"10444", "25"
"10444", "31"
"10444", "8"
"10445", "14"
"10445", "6"
"10446", "10"
"10446", "4"
"10446", "6"
"10446", "7"
"10447", "17"
"10447", "17"
"10447", "7"
"10448", "15"
"10448", "25"
"10449", "25"
"10449", "39"
"10449", "6"
"10450", "25"
"10450", "6"
"10451", "10"
"10451", "17"
"10451", "19"
"10451", "27"
"10452", "16"
"10452", "36"
"10453", "10"
"10453", "12"
"10454", "10"
"10454", "14"
"10454", "2"
"10455", "14"
"10455", "17"
"10455", "23"
"10455", "26"
"10456", "16"
"10456", "8"
"10457", "44"
"10458", "17"
"10458", "25"
"10458", "30"
"10458", "36"
"10458", "37"
"10459", "10"
"10459", "24"
"10459", "28"
"10460", "10"
"10460", "6"
"10461", "19"
"10461", "21"
"10461", "8"
"10462", "5"
"10462", "7"
"10463", "11"
"10463", "7"
"10464", "18"
"10464", "27"
"10464", "30"
"10464", "37"
"10465", "13"
"10465", "15"
"10465", "4"
"10465", "8"
"10465", "99"
"10466", "10"
"10466", "17"
"10467", "11"
"10467", "4"
"10468", "21"
"10468", "37"
"10469", "14"
"10469", "15"
"10469", "16"
"10470", "27"
"10470", "50"
"10470", "7"
"10471", "24"
"10471", "30"
"10472", "4"
"10472", "42"
"10473", "17"
"10473", "2"
"10474", "15"
"10474", "19"
"10474", "36"
"10474", "6"
"10475", "10"
"10475", "14"
"10475", "14"
"10476", "12"
"10476", "19"
"10477", "14"
"10477", "14"
"10477", "8"
"10478", "25"
"10479", "211"
"10479", "26"
"10479", "27"
"10479", "44"
"10480", "44"
"10480", "8"
"10481", "16"
"10481", "27"
"10482", "15"
"10483", "10"
"10483", "11"
"10484", "15"
"10484", "42"
"10484", "8"
"10485", "12"
"10485", "15"
"10485", "19"
"10485", "8"
"10486", "17"
"10486", "42"
"10486", "8"
"10487", "25"
"10487", "6"
"10487", "7"
"10488", "12"
"10488", "44"
"10489", "14"
"10489", "17"
"10490", "10"
"10490", "44"
"10490", "6"
"10491", "10"
"10491", "16"
"10492", "11"
"10492", "11"
"10493", "14"
"10493", "17"
"10493", "29"
"10494", "30"
"10495", "10"
"10495", "7"
"10495", "8"
"10496", "10"
"10497", "10"
"10497", "28"
"10497", "30"
"10498", "14"
"10498", "18"
"10498", "5"
"10499", "20"
"10499", "46"
"10500", "16"
"10500", "46"
"10501", "7"
"10502", "10"
"10502", "14"
"10502", "33"
"10503", "21"
"10503", "23"
"10504", "10"
"10504", "19"
"10504", "29"
"10504", "33"
"10505", "49"
"10506", "14"
"10506", "15"
"10507", "13"
"10507", "46"
"10508", "18"
"10508", "6"
"10509", "46"
"10510", "124"
"10510", "8"
"10511", "22"
"10511", "30"
"10511", "40"
"10512", "10"
"10512", "12"
"10512", "34"
"10512", "5"
"10513", "10"
"10513", "29"
"10513", "32"
"10514", "21"
"10514", "38"
"10514", "46"
"10514", "8"
"10514", "81"
"10515", "17"
"10515", "3"
"10515", "34"
"10515", "44"
"10515", "97"
"10516", "10"
"10516", "14"
"10516", "63"
"10517", "15"
"10517", "55"
"10517", "7"
"10518", "19"
"10518", "264"
"10518", "5"
"10519", "31"
"10519", "34"
"10519", "38"
"10520", "33"
"10520", "5"
"10521", "10"
"10521", "13"
"10521", "18"
"10522", "18"
"10522", "18"
"10522", "26"
"10522", "40"
"10523", "10"
"10523", "26"
"10523", "39"
"10523", "81"
"10524", "26"
"10524", "31"
"10524", "46"
"10524", "7"
"10525", "18"
"10525", "19"
"10526", "18"
"10526", "38"
"10526", "6"
"10527", "19"
"10527", "22"
"10528", "21"
"10528", "3"
"10528", "35"
"10529", "13"
"10529", "24"
"10529", "36"
"10530", "18"
"10530", "29"
"10530", "39"
"10530", "46"
"10531", "55"
"10532", "17"
"10532", "26"
"10533", "15"
"10533", "22"
"10533", "35"
"10534", "18"
"10534", "26"
"10534", "7"
"10535", "18"
"10535", "20"
"10535", "21"
"10535", "55"
"10536", "13"
"10536", "3"
"10536", "34"
"10536", "38"
"10537", "13"
"10537", "13"
"10537", "15"
"10537", "35"
"10537", "53"
"10538", "15"
"10538", "35"
"10539", "10"
"10539", "20"
"10539", "3"
"10539", "6"
"10540", "10"
"10540", "13"
"10540", "264"
"10540", "31"
"10541", "21"
"10541", "22"
"10541", "264"
"10541", "5"
"10542", "21"
"10542", "7"
"10543", "38"
"10543", "9"
"10544", "14"
"10544", "46"
"10545", "21"
"10546", "18"
"10546", "30"
"10546", "49"
"10547", "19"
"10547", "32"
"10548", "10"
"10548", "14"
"10549", "10"
"10549", "13"
"10549", "53"
"10550", "10"
"10550", "29"
"10550", "39"
"10550", "9"
"10551", "17"
"10551", "18"
"10551", "19"
"10552", "36"
"10552", "8"
"10553", "13"
"10553", "17"
"10553", "18"
"10553", "21"
"10553", "21"
"10554", "13"
"10554", "17"
"10554", "49"
"10554", "9"
"10555", "23"
"10555", "38"
"10555", "5"
"10555", "53"
"10555", "9"
"10556", "35"
"10557", "33"
"10557", "8"
"10558", "10"
"10558", "15"
"10558", "33"
"10558", "53"
"10558", "7"
"10559", "10"
"10559", "24"
"10560", "26"
"10560", "49"
"10561", "19"
"10561", "53"
"10562", "3"
"10562", "49"
"10563", "19"
"10563", "7"
"10564", "13"
"10564", "24"
"10564", "39"
"10565", "33"
"10565", "5"
"10566", "18"
"10566", "21"
"10566", "63"
"10567", "13"
"10567", "53"
"10567", "55"
"10568", "31"
"10569", "13"
"10569", "18"
"10570", "21"
"10570", "38"
"10571", "14"
"10571", "23"
"10572", "17"
"10572", "18"
"10572", "32"
"10572", "8"
"10573", "14"
"10573", "33"
"10573", "39"
"10574", "18"
"10574", "3"
"10574", "33"
"10574", "49"
"10575", "18"
"10575", "35"
"10575", "44"
"10575", "55"
"10576", "13"
"10576", "18"
"10576", "19"
"10577", "13"
"10577", "18"
"10577", "8"
"10578", "18"
"10578", "20"
"10579", "16"
"10579", "8"
"10580", "10"
"10580", "21"
"10580", "23"
"10581", "8"
"10582", "18"
"10582", "20"
"10583", "124"
"10583", "34"
"10583", "36"
"10584", "13"
"10585", "10"
"10586", "7"
"10587", "13"
"10587", "18"
"10587", "31"
"10588", "14"
"10588", "63"
"10589", "18"
"10590", "13"
"10590", "18"
"10591", "10"
"10591", "30"
"10591", "7"
"10592", "16"
"10592", "31"
"10593", "18"
"10593", "36"
"10593", "81"
"10594", "13"
"10594", "7"
"10595", "18"
"10595", "29"
"10595", "36"
"10596", "38"
"10596", "44"
"10596", "8"
"10597", "20"
"10597", "21"
"10597", "5"
"10598", "22"
"10598", "44"
"10599", "49"
"10600", "15"
"10600", "7"
"10601", "55"
"10601", "6"
"10602", "13"
"10603", "20"
"10603", "21"
"10604", "13"
"10604", "18"
"10605", "17"
"10605", "22"
"10605", "34"
"10605", "55"
"10606", "22"
"10606", "24"
"10606", "49"
"10607", "18"
"10607", "3"
"10607", "30"
"10607", "35"
"10607", "39"
"10608", "38"
"10609", "10"
"10609", "18"
"10609", "31"
"10610", "19"
"10611", "18"
"10611", "19"
"10611", "34"
"10612", "18"
"10612", "19"
"10612", "20"
"10612", "31"
"10612", "34"
"10613", "6"
"10613", "8"
"10614", "10"
"10614", "18"
"10614", "21"
"10615", "24"
"10616", "15"
"10616", "22"
"10616", "264"
"10616", "38"
"10617", "55"
"10618", "13"
"10618", "25"
"10618", "38"
"10619", "10"
"10619", "21"
"10620", "5"
"10620", "7"
"10621", "15"
"10621", "22"
"10621", "9"
"10621", "9"
"10622", "13"
"10622", "19"
"10623", "10"
"10623", "18"
"10623", "23"
"10623", "5"
"10623", "9"
"10624", "124"
"10624", "19"
"10624", "46"
"10625", "14"
"10625", "23"
"10625", "34"
"10626", "22"
"10626", "33"
"10626", "34"
"10627", "15"
"10627", "49"
"10628", "18"
"10629", "124"
"10629", "33"
"10630", "18"
"10630", "24"
"10631", "8"
"10632", "19"
"10632", "3"
"10633", "31"
"10633", "38"
"10633", "49"
"10633", "6"
"10634", "30"
"10634", "53"
"10634", "63"
"10634", "8"
"10635", "21"
"10635", "21"
"10635", "22"
"10636", "13"
"10636", "22"
"10637", "16"
"10637", "21"
"10637", "38"
"10638", "10"
"10638", "21"
"10638", "35"
"10639", "63"
"10640", "15"
"10640", "36"
"10641", "18"
"10641", "19"
"10642", "10"
"10642", "29"
"10643", "12"
"10643", "18"
"10643", "46"
"10644", "12"
"10644", "46"
"10644", "63"
"10645", "19"
"10645", "63"
"10646", "13"
"10646", "18"
"10646", "22"
"10646", "31"
"10647", "18"
"10647", "9"
"10648", "21"
"10648", "5"
"10649", "35"
"10649", "46"
"10650", "26"
"10650", "33"
"10650", "7"
"10651", "21"
"10651", "9"
"10652", "14"
"10652", "26"
"10653", "17"
"10653", "34"
"10654", "18"
"10654", "22"
"10654", "7"
"10655", "10"
"10656", "10"
"10656", "19"
"10656", "23"
"10657", "10"
"10657", "10"
"10657", "12"
"10657", "16"
"10657", "34"
"10657", "38"
"10658", "10"
"10658", "13"
"10658", "18"
"10658", "34"
"10659", "13"
"10659", "15"
"10659", "18"
"10660", "81"
"10661", "13"
"10661", "18"
"10662", "13"
"10663", "14"
"10663", "18"
"10663", "53"
"10664", "21"
"10664", "31"
"10664", "38"
"10665", "18"
"10665", "53"
"10665", "55"
"10666", "124"
"10666", "21"
"10667", "22"
"10667", "36"
"10668", "13"
"10668", "24"
"10668", "33"
"10669", "19"
"10670", "12"
"10670", "14"
"10670", "15"
"10670", "8"
"10670", "9"
"10671", "17"
"10671", "21"
"10671", "49"
"10672", "22"
"10672", "264"
"10673", "14"
"10673", "17"
"10673", "46"
"10674", "9"
"10675", "13"
"10675", "23"
"10675", "33"
"10676", "19"
"10676", "31"
"10676", "9"
"10677", "3"
"10677", "31"
"10678", "10"
"10678", "3"
"10678", "38"
"10678", "7"
"10679", "55"
"10680", "13"
"10680", "14"
"10680", "17"
"10681", "10"
"10681", "33"
"10681", "9"
"10682", "17"
"10682", "3"
"10682", "8"
"10683", "7"
"10684", "10"
"10684", "18"
"10684", "34"
"10685", "10"
"10685", "10"
"10685", "31"
"10686", "31"
"10686", "39"
"10687", "124"
"10687", "19"
"10687", "97"
"10688", "14"
"10688", "31"
"10688", "46"
"10689", "18"
"10690", "13"
"10690", "38"
"10691", "124"
"10691", "18"
"10691", "19"
"10691", "46"
"10691", "49"
"10692", "44"
"10693", "15"
"10693", "36"
"10693", "7"
"10693", "97"
"10694", "15"
"10694", "30"
"10694", "55"
"10695", "38"
"10695", "40"
"10695", "5"
"10696", "12"
"10696", "39"
"10697", "13"
"10697", "15"
"10697", "18"
"10697", "9"
"10698", "124"
"10698", "15"
"10698", "21"
"10698", "21"
"10698", "39"
"10699", "10"
"10700", "13"
"10700", "14"
"10700", "18"
"10700", "22"
"10701", "18"
"10701", "22"
"10701", "55"
"10702", "10"
"10702", "18"
"10703", "15"
"10703", "19"
"10703", "55"
"10704", "13"
"10704", "22"
"10704", "5"
"10705", "13"
"10705", "32"
"10706", "17"
"10706", "46"
"10706", "55"
"10707", "15"
"10707", "20"
"10707", "24"
"10708", "19"
"10708", "21"
"10709", "34"
"10709", "40"
"10709", "53"
"10710", "10"
"10710", "9"
"10711", "10"
"10711", "33"
"10711", "9"
"10712", "33"
"10712", "38"
"10713", "10"
"10713", "12"
"10713", "31"
"10713", "31"
"10714", "10"
"10714", "13"
"10714", "19"
"10714", "38"
"10714", "39"
"10715", "22"
"10715", "31"
"10716", "10"
"10716", "29"
"10716", "53"
"10717", "10"
"10717", "36"
"10717", "7"
"10718", "17"
"10718", "19"
"10718", "38"
"10718", "49"
"10719", "26"
"10719", "63"
"10719", "7"
"10720", "18"
"10720", "22"
"10721", "19"
"10722", "13"
"10722", "13"
"10722", "19"
"10722", "8"
"10723", "31"
"10724", "29"
"10724", "31"
"10725", "10"
"10725", "24"
"10725", "7"
"10726", "21"
"10726", "22"
"10727", "38"
"10727", "39"
"10727", "55"
"10728", "18"
"10728", "24"
"10728", "26"
"10728", "34"
"10729", "10"
"10729", "16"
"10729", "18"
"10730", "13"
"10730", "17"
"10730", "21"
"10731", "10"
"10731", "53"
"10732", "18"
"10733", "23"
"10733", "46"
"10733", "7"
"10734", "18"
"10734", "25"
"10734", "26"
"10735", "13"
"10735", "29"
"10736", "21"
"10736", "8"
"10737", "10"
"10737", "6"
"10738", "17"
"10739", "19"
"10739", "7"
"10740", "10"
"10740", "18"
"10740", "38"
"10740", "46"
"10741", "19"
"10742", "10"
"10742", "34"
"10742", "35"
"10743", "12"
"10744", "18"
"10745", "19"
"10745", "35"
"10745", "55"
"10745", "63"
"10746", "14"
"10746", "36"
"10746", "49"
"10746", "6"
"10747", "10"
"10747", "13"
"10747", "36"
"10747", "44"
"10748", "18"
"10748", "38"
"10748", "9"
"10749", "18"
"10749", "38"
"10749", "55"
"10750", "10"
"10750", "23"
"10750", "55"
"10751", "15"
"10751", "16"
"10751", "26"
"10751", "31"
"10752", "18"
"10752", "36"
"10753", "10"
"10753", "10"
"10754", "18"
"10755", "10"
"10755", "20"
"10755", "36"
"10755", "38"
"10756", "13"
"10756", "19"
"10756", "36"
"10756", "63"
"10757", "14"
"10757", "33"
"10757", "49"
"10757", "55"
"10758", "15"
"10758", "31"
"10758", "7"
"10759", "32"
"10760", "14"
"10760", "44"
"10760", "46"
"10761", "14"
"10761", "8"
"10762", "10"
"10762", "18"
"10762", "38"
"10762", "53"
"10763", "10"
"10763", "21"
"10763", "5"
"10764", "10"
"10764", "18"
"10765", "21"
"10766", "13"
"10766", "19"
"10766", "30"
"10767", "14"
"10768", "13"
"10768", "21"
"10768", "22"
"10768", "34"
"10769", "10"
"10769", "29"
"10769", "49"
"10769", "7"
"10770", "21"
"10771", "22"
"10772", "124"
"10772", "55"
"10773", "13"
"10773", "39"
"10773", "8"
"10774", "13"
"10774", "17"
"10775", "14"
"10775", "31"
"10776", "10"
"10776", "13"
"10776", "14"
"10776", "53"
"10777", "14"
"10778", "10"
"10779", "17"
"10779", "49"
"10780", "13"
"10780", "15"
"10781", "10"
"10781", "38"
"10781", "7"
"10782", "13"
"10783", "13"
"10783", "264"
"10784", "18"
"10784", "19"
"10784", "35"
"10785", "31"
"10785", "8"
"10786", "26"
"10786", "40"
"10786", "8"
"10787", "124"
"10787", "19"
"10788", "8"
"10788", "9"
"10789", "13"
"10789", "18"
"10789", "44"
"10789", "63"
"10790", "30"
"10790", "38"
"10791", "10"
"10791", "124"
"10792", "13"
"10792", "19"
"10792", "7"
"10793", "10"
"10793", "7"
"10794", "23"
"10794", "7"
"10795", "17"
"10795", "39"
"10796", "19"
"10796", "31"
"10796", "33"
"10796", "36"
"10797", "21"
"10798", "35"
"10798", "49"
"10799", "5"
"10799", "55"
"10799", "6"
"10800", "21"
"10800", "53"
"10800", "7"
"10801", "124"
"10801", "39"
"10802", "24"
"10802", "26"
"10802", "49"
"10802", "53"
"10803", "14"
"10803", "55"
"10803", "9"
"10804", "20"
"10804", "31"
"10804", "46"
"10805", "14"
"10805", "264"
"10806", "10"
"10806", "19"
"10806", "21"
"10807", "18"
"10808", "18"
"10808", "38"
"10809", "7"
"10810", "14"
"10810", "15"
"10810", "6"
"10811", "18"
"10811", "9"
"10811", "9"
"10812", "13"
"10812", "13"
"10812", "35"
"10813", "12"
"10813", "19"
"10814", "10"
"10814", "13"
"10814", "29"
"10814", "46"
"10815", "3"
"10816", "264"
"10816", "49"
"10817", "18"
"10817", "264"
"10817", "31"
"10817", "49"
"10818", "10"
"10818", "32"
"10819", "46"
"10819", "8"
"10820", "38"
"10821", "18"
"10821", "53"
"10822", "15"
"10822", "49"
"10823", "13"
"10823", "20"
"10823", "21"
"10823", "55"
"10824", "10"
"10824", "15"
"10825", "31"
"10825", "33"
"10826", "13"
"10826", "20"
"10827", "18"
"10827", "31"
"10828", "264"
"10828", "81"
"10829", "19"
"10829", "34"
"10829", "40"
"10829", "6"
"10830", "13"
"10830", "18"
"10830", "25"
"10830", "34"
"10831", "18"
"10831", "264"
"10831", "46"
"10831", "9"
"10832", "14"
"10832", "19"
"10832", "33"
"10832", "6"
"10833", "13"
"10833", "30"
"10833", "33"
"10834", "124"
"10834", "26"
"10835", "13"
"10835", "55"
"10836", "18"
"10836", "20"
"10836", "21"
"10836", "33"
"10836", "34"
"10837", "10"
"10837", "18"
"10837", "18"
"10837", "6"
"10838", "18"
"10838", "19"
"10838", "63"
"10839", "13"
"10839", "35"
"10840", "14"
"10840", "18"
"10841", "13"
"10841", "31"
"10841", "38"
"10841", "55"
"10842", "13"
"10842", "15"
"10842", "21"
"10842", "46"
"10843", "53"
"10844", "21"
"10845", "13"
"10845", "14"
"10845", "18"
"10845", "33"
"10845", "9"
"10846", "10"
"10846", "15"
"10846", "22"
"10847", "10"
"10847", "18"
"10847", "22"
"10847", "26"
"10847", "34"
"10847", "9"
"10848", "21"
"10848", "97"
"10849", "10"
"10849", "31"
"10850", "14"
"10850", "15"
"10850", "3"
"10851", "14"
"10851", "19"
"10851", "20"
"10851", "55"
"10852", "19"
"10852", "39"
"10852", "49"
"10853", "63"
"10854", "31"
"10854", "6"
"10855", "13"
"10855", "17"
"10855", "21"
"10855", "38"
"10856", "14"
"10856", "19"
"10857", "10"
"10857", "124"
"10857", "31"
"10858", "15"
"10858", "30"
"10858", "44"
"10859", "33"
"10859", "5"
"10859", "7"
"10860", "18"
"10860", "53"
"10861", "10"
"10861", "3"
"10861", "39"
"10861", "49"
"10861", "63"
"10862", "21"
"10862", "7"
"10863", "13"
"10863", "18"
"10864", "14"
"10864", "18"
"10865", "18"
"10865", "264"
"10866", "19"
"10866", "26"
"10866", "5"
"10867", "33"
"10868", "18"
"10868", "20"
"10868", "31"
"10869", "13"
"10869", "18"
"10869", "21"
"10869", "9"
"10870", "18"
"10870", "53"
"10871", "17"
"10871", "25"
"10871", "39"
"10872", "21"
"10872", "24"
"10872", "33"
"10872", "49"
"10873", "10"
"10873", "46"
"10874", "31"
"10875", "10"
"10875", "20"
"10875", "9"
"10876", "12"
"10876", "33"
"10877", "17"
"10877", "63"
"10878", "81"
"10879", "18"
"10879", "18"
"10879", "21"
"10880", "15"
"10880", "29"
"10880", "9"
"10881", "15"
"10882", "14"
"10882", "20"
"10882", "7"
"10883", "5"
"10884", "10"
"10884", "21"
"10884", "38"
"10885", "13"
"10885", "15"
"10885", "19"
"10885", "5"
"10886", "13"
"10886", "13"
"10886", "31"
"10887", "14"
"10888", "13"
"10888", "19"
"10889", "21"
"10889", "264"
"10890", "10"
"10890", "14"
"10890", "39"
"10891", "26"
"10892", "55"
"10893", "124"
"10893", "19"
"10893", "26"
"10893", "40"
"10893", "5"
"10894", "36"
"10894", "6"
"10894", "8"
"10895", "18"
"10895", "18"
"10895", "34"
"10895", "5"
"10896", "10"
"10896", "38"
"10897", "124"
"10897", "26"
"10898", "6"
"10899", "18"
"10900", "15"
"10901", "10"
"10901", "22"
"10902", "24"
"10902", "49"
"10903", "13"
"10903", "21"
"10903", "6"
"10904", "13"
"10904", "49"
"10905", "18"
"10906", "29"
"10907", "8"
"10908", "30"
"10908", "7"
"10909", "10"
"10909", "17"
"10909", "30"
"10910", "20"
"10910", "29"
"10910", "9"
"10911", "14"
"10911", "18"
"10911", "39"
"10912", "124"
"10912", "21"
"10913", "13"
"10913", "22"
"10913", "3"
"10914", "22"
"10915", "3"
"10915", "39"
"10915", "7"
"10916", "17"
"10916", "20"
"10916", "32"
"10917", "26"
"10917", "34"
"10918", "18"
"10918", "34"
"10919", "14"
"10919", "17"
"10919", "18"
"10920", "16"
