"Id", "discount_float"
"10565", "0.1"
"10565", "0.1"
"10566", "0"
"10566", "0.15"
"10566", "0.15"
"10567", "0"
"10567", "0.2"
"10567", "0.2"
"10568", "0"
"10569", "0"
"10569", "0.2"
"10570", "0.05"
"10570", "0.05"
"10571", "0.15"
"10571", "0.15"
"10572", "0"
"10572", "0.1"
"10572", "0.1"
"10572", "0.1"
"10573", "0"
"10573", "0"
"10573", "0"
"10574", "0"
"10574", "0"
"10574", "0"
"10574", "0"
"10575", "0"
"10575", "0"
"10575", "0"
"10575", "0"
"10576", "0"
"10576", "0"
"10576", "0"
"10577", "0"
"10577", "0"
"10577", "0"
"10578", "0"
"10578", "0"
"10579", "0"
"10579", "0"
"10580", "0.05"
"10580", "0.05"
"10580", "0.05"
"10581", "0.2"
"10582", "0"
"10582", "0"
"10583", "0"
"10583", "0.15"
"10583", "0.15"
"10584", "0.05"
"10585", "0"
"10586", "0.15"
"10587", "0"
"10587", "0"
"10587", "0"
"10588", "0.2"
"10588", "0.2"
"10589", "0"
"10590", "0"
"10590", "0.05"
"10591", "0"
"10591", "0"
"10591", "0"
"10592", "0.05"
"10592", "0.05"
"10593", "0.2"
"10593", "0.2"
"10593", "0.2"
"10594", "0"
"10594", "0"
"10595", "0.25"
"10595", "0.25"
"10595", "0.25"
"10596", "0.2"
"10596", "0.2"
"10596", "0.2"
"10597", "0"
"10597", "0.2"
"10597", "0.2"
"10598", "0"
"10598", "0"
"10599", "0"
"10600", "0"
"10600", "0"
"10601", "0"
"10601", "0"
"10602", "0.25"
"10603", "0"
"10603", "0.05"
"10604", "0.1"
"10604", "0.1"
"10605", "0.05"
"10605", "0.05"
"10605", "0.05"
"10605", "0.05"
"10606", "0.2"
"10606", "0.2"
"10606", "0.2"
"10607", "0"
"10607", "0"
"10607", "0"
"10607", "0"
"10607", "0"
"10608", "0"
"10609", "0"
"10609", "0"
"10609", "0"
"10610", "0.25"
"10611", "0"
"10611", "0"
"10611", "0"
"10612", "0"
"10612", "0"
"10612", "0"
"10612", "0"
"10612", "0"
"10613", "0"
"10613", "0.1"
"10614", "0"
"10614", "0"
"10614", "0"
"10615", "0"
"10616", "0"
"10616", "0.05"
"10616", "0.05"
"10616", "0.05"
"10617", "0.15"
"10618", "0"
"10618", "0"
"10618", "0"
"10619", "0"
"10619", "0"
"10620", "0"
"10620", "0"
"10621", "0"
"10621", "0"
"10621", "0"
"10621", "0"
"10622", "0"
"10622", "0.2"
"10623", "0"
"10623", "0"
"10623", "0.1"
"10623", "0.1"
"10623", "0.1"
"10624", "0"
"10624", "0"
"10624", "0"
"10625", "0"
"10625", "0"
"10625", "0"
"10626", "0"
"10626", "0"
"10626", "0"
"10627", "0"
"10627", "0.15"
"10628", "0"
"10629", "0"
"10629", "0"
"10630", "0"
"10630", "0.05"
"10631", "0.1"
"10632", "0.05"
"10632", "0.05"
"10633", "0.15"
"10633", "0.15"
"10633", "0.15"
"10633", "0.15"
"10634", "0"
"10634", "0"
"10634", "0"
"10634", "0"
"10635", "0"
"10635", "0.1"
"10635", "0.1"
"10636", "0"
"10636", "0"
"10637", "0"
"10637", "0.05"
"10637", "0.05"
"10638", "0"
"10638", "0"
"10638", "0"
"10639", "0"
"10640", "0.25"
"10640", "0.25"
"10641", "0"
"10641", "0"
"10642", "0.2"
"10642", "0.2"
"10643", "0.25"
"10643", "0.25"
"10643", "0.25"
"10644", "0"
"10644", "0.1"
"10644", "0.1"
"10645", "0"
"10645", "0"
"10646", "0.25"
"10646", "0.25"
"10646", "0.25"
"10646", "0.25"
"10647", "0"
"10647", "0"
"10648", "0"
"10648", "0.15"
"10649", "0"
"10649", "0"
"10650", "0"
"10650", "0"
"10650", "0.05"
"10651", "0.25"
"10651", "0.25"
"10652", "0"
"10652", "0.25"
"10653", "0.1"
"10653", "0.1"
"10654", "0.1"
"10654", "0.1"
"10654", "0.1"
"10655", "0.2"
"10656", "0.1"
"10656", "0.1"
"10656", "0.1"
"10657", "0"
"10657", "0"
"10657", "0"
"10657", "0"
"10657", "0"
"10657", "0"
"10658", "0"
"10658", "0.05"
"10658", "0.05"
"10658", "0.05"
"10659", "0.05"
"10659", "0.05"
"10659", "0.05"
"10660", "0"
"10661", "0.2"
"10661", "0.2"
"10662", "0"
"10663", "0.05"
"10663", "0.05"
"10663", "0.05"
"10664", "0.15"
"10664", "0.15"
"10664", "0.15"
"10665", "0"
"10665", "0"
"10665", "0"
"10666", "0"
"10666", "0"
"10667", "0.2"
"10667", "0.2"
"10668", "0.1"
"10668", "0.1"
"10668", "0.1"
"10669", "0"
"10670", "0"
"10670", "0"
"10670", "0"
"10670", "0"
"10670", "0"
"10671", "0"
"10671", "0"
"10671", "0"
"10672", "0"
"10672", "0.1"
"10673", "0"
"10673", "0"
"10673", "0"
"10674", "0"
"10675", "0"
"10675", "0"
"10675", "0"
"10676", "0"
"10676", "0"
"10676", "0"
"10677", "0.15"
"10677", "0.15"
"10678", "0"
"10678", "0"
"10678", "0"
"10678", "0"
"10679", "0"
"10680", "0.25"
"10680", "0.25"
"10680", "0.25"
"10681", "0"
"10681", "0.1"
"10681", "0.1"
"10682", "0"
"10682", "0"
"10682", "0"
"10683", "0"
"10684", "0"
"10684", "0"
"10684", "0"
"10685", "0"
"10685", "0"
"10685", "0"
"10686", "0"
"10686", "0.2"
"10687", "0"
"10687", "0.25"
"10687", "0.25"
"10688", "0"
"10688", "0.1"
"10688", "0.1"
"10689", "0.25"
"10690", "0.25"
"10690", "0.25"
"10691", "0"
"10691", "0"
"10691", "0"
"10691", "0"
"10691", "0"
"10692", "0"
"10693", "0"
"10693", "0.15"
"10693", "0.15"
"10693", "0.15"
"10694", "0"
"10694", "0"
"10694", "0"
"10695", "0"
"10695", "0"
"10695", "0"
"10696", "0"
"10696", "0"
"10697", "0.25"
"10697", "0.25"
"10697", "0.25"
"10697", "0.25"
"10698", "0"
"10698", "0.05"
"10698", "0.05"
"10698", "0.05"
"10698", "0.05"
"10699", "0"
"10700", "0.2"
"10700", "0.2"
"10700", "0.2"
"10700", "0.2"
"10701", "0.15"
"10701", "0.15"
"10701", "0.15"
"10702", "0"
"10702", "0"
"10703", "0"
"10703", "0"
"10703", "0"
"10704", "0"
"10704", "0"
"10704", "0"
"10705", "0"
"10705", "0"
"10706", "0"
"10706", "0"
"10706", "0"
"10707", "0"
"10707", "0"
"10707", "0.15"
"10708", "0"
"10708", "0"
"10709", "0"
"10709", "0"
"10709", "0"
"10710", "0"
"10710", "0"
"10711", "0"
"10711", "0"
"10711", "0"
"10712", "0"
"10712", "0.05"
"10713", "0"
"10713", "0"
"10713", "0"
"10713", "0"
"10714", "0.25"
"10714", "0.25"
"10714", "0.25"
"10714", "0.25"
"10714", "0.25"
"10715", "0"
"10715", "0"
"10716", "0"
"10716", "0"
"10716", "0"
"10717", "0"
"10717", "0.05"
"10717", "0.05"
"10718", "0"
"10718", "0"
"10718", "0"
"10718", "0"
"10719", "0.25"
"10719", "0.25"
"10719", "0.25"
"10720", "0"
"10720", "0"
"10721", "0.05"
"10722", "0"
"10722", "0"
"10722", "0"
"10722", "0"
"10723", "0"
"10724", "0"
"10724", "0"
"10725", "0"
"10725", "0"
"10725", "0"
"10726", "0"
"10726", "0"
"10727", "0.05"
"10727", "0.05"
"10727", "0.05"
"10728", "0"
"10728", "0"
"10728", "0"
"10728", "0"
"10729", "0"
"10729", "0"
"10729", "0"
"10730", "0.05"
"10730", "0.05"
"10730", "0.05"
"10731", "0.05"
"10731", "0.05"
"10732", "0"
"10733", "0"
"10733", "0"
"10733", "0"
"10734", "0"
"10734", "0"
"10734", "0"
"10735", "0.1"
"10735", "0.1"
"10736", "0"
"10736", "0"
"10737", "0"
"10737", "0"
"10738", "0"
"10739", "0"
"10739", "0"
"10740", "0.2"
"10740", "0.2"
"10740", "0.2"
"10740", "0.2"
"10741", "0.2"
"10742", "0"
"10742", "0"
"10742", "0"
"10743", "0.05"
"10744", "0.2"
"10745", "0"
"10745", "0"
"10745", "0"
"10745", "0"
"10746", "0"
"10746", "0"
"10746", "0"
"10746", "0"
"10747", "0"
"10747", "0"
"10747", "0"
"10747", "0"
"10748", "0"
"10748", "0"
"10748", "0"
"10749", "0"
"10749", "0"
"10749", "0"
"10750", "0.15"
"10750", "0.15"
"10750", "0.15"
"10751", "0"
"10751", "0"
"10751", "0.1"
"10751", "0.1"
"10752", "0"
"10752", "0"
"10753", "0"
"10753", "0"
"10754", "0"
"10755", "0.25"
"10755", "0.25"
"10755", "0.25"
"10755", "0.25"
"10756", "0.2"
"10756", "0.2"
"10756", "0.2"
"10756", "0.2"
"10757", "0"
"10757", "0"
"10757", "0"
"10757", "0"
"10758", "0"
"10758", "0"
"10758", "0"
"10759", "0"
"10760", "0"
"10760", "0.25"
"10760", "0.25"
"10761", "0"
"10761", "0.25"
"10762", "0"
"10762", "0"
"10762", "0"
"10762", "0"
"10763", "0"
"10763", "0"
"10763", "0"
"10764", "0.1"
"10764", "0.1"
"10765", "0.1"
"10766", "0"
"10766", "0"
"10766", "0"
"10767", "0"
"10768", "0"
"10768", "0"
"10768", "0"
"10768", "0"
"10769", "0"
"10769", "0"
"10769", "0.05"
"10769", "0.05"
"10770", "0.25"
"10771", "0"
"10772", "0"
"10772", "0"
"10773", "0"
"10773", "0.2"
"10773", "0.2"
"10774", "0"
"10774", "0.25"
"10775", "0"
"10775", "0"
"10776", "0.05"
"10776", "0.05"
"10776", "0.05"
"10776", "0.05"
"10777", "0.2"
"10778", "0"
"10779", "0"
"10779", "0"
"10780", "0"
"10780", "0"
"10781", "0"
"10781", "0.2"
"10781", "0.2"
"10782", "0"
"10783", "0"
"10783", "0"
"10784", "0"
"10784", "0.15"
"10784", "0.15"
"10785", "0"
"10785", "0"
"10786", "0.2"
"10786", "0.2"
"10786", "0.2"
"10787", "0.05"
"10787", "0.05"
"10788", "0.05"
"10788", "0.05"
"10789", "0"
"10789", "0"
"10789", "0"
"10789", "0"
"10790", "0.15"
"10790", "0.15"
"10791", "0.05"
"10791", "0.05"
"10792", "0"
"10792", "0"
"10792", "0"
"10793", "0"
"10793", "0"
"10794", "0.2"
"10794", "0.2"
"10795", "0"
"10795", "0.25"
"10796", "0"
"10796", "0.2"
"10796", "0.2"
"10796", "0.2"
"10797", "0"
"10798", "0"
"10798", "0"
"10799", "0"
"10799", "0.15"
"10799", "0.15"
"10800", "0.1"
"10800", "0.1"
"10800", "0.1"
"10801", "0.25"
"10801", "0.25"
"10802", "0.25"
"10802", "0.25"
"10802", "0.25"
"10802", "0.25"
"10803", "0.05"
"10803", "0.05"
"10803", "0.05"
"10804", "0"
"10804", "0"
"10804", "0.15"
"10805", "0"
"10805", "0"
"10806", "0"
"10806", "0.25"
"10806", "0.25"
"10807", "0"
"10808", "0.15"
"10808", "0.15"
"10809", "0"
"10810", "0"
"10810", "0"
"10810", "0"
"10811", "0"
"10811", "0"
"10811", "0"
"10812", "0"
"10812", "0.1"
"10812", "0.1"
"10813", "0"
"10813", "0.2"
"10814", "0"
"10814", "0.15"
"10814", "0.15"
"10814", "0.15"
"10815", "0"
"10816", "0.05"
"10816", "0.05"
"10817", "0"
"10817", "0.15"
"10817", "0.15"
"10817", "0.15"
"10818", "0"
"10818", "0"
"10819", "0"
"10819", "0"
"10820", "0"
"10821", "0"
"10821", "0"
"10822", "0"
"10822", "0"
"10823", "0"
"10823", "0.1"
"10823", "0.1"
"10823", "0.1"
"10824", "0"
"10824", "0"
"10825", "0"
"10825", "0"
"10826", "0"
"10826", "0"
"10827", "0"
"10827", "0"
"10828", "0"
"10828", "0"
"10829", "0"
"10829", "0"
"10829", "0"
"10829", "0"
"10830", "0"
"10830", "0"
"10830", "0"
"10830", "0"
"10831", "0"
"10831", "0"
"10831", "0"
"10831", "0"
"10832", "0"
"10832", "0.2"
"10832", "0.2"
"10832", "0.2"
"10833", "0.1"
"10833", "0.1"
"10833", "0.1"
"10834", "0.05"
"10834", "0.05"
"10835", "0"
"10835", "0.2"
"10836", "0"
"10836", "0"
"10836", "0"
"10836", "0"
"10836", "0"
"10837", "0"
"10837", "0"
"10837", "0.25"
"10837", "0.25"
"10838", "0.25"
"10838", "0.25"
"10838", "0.25"
"10839", "0.1"
"10839", "0.1"
"10840", "0.2"
"10840", "0.2"
"10841", "0"
"10841", "0"
"10841", "0"
"10841", "0"
"10842", "0"
"10842", "0"
"10842", "0"
"10842", "0"
"10843", "0.25"
"10844", "0"
"10845", "0"
"10845", "0.1"
"10845", "0.1"
"10845", "0.1"
"10845", "0.1"
"10846", "0"
"10846", "0"
"10846", "0"
"10847", "0.2"
"10847", "0.2"
"10847", "0.2"
"10847", "0.2"
"10847", "0.2"
"10847", "0.2"
"10848", "0"
"10848", "0"
"10849", "0"
"10849", "0.15"
"10850", "0.15"
"10850", "0.15"
"10850", "0.15"
"10851", "0.05"
"10851", "0.05"
"10851", "0.05"
"10851", "0.05"
"10852", "0"
