"Id", "date_val"
"10364", "1996-07-04"
"10365", "1996-07-04"
"10366", "1996-07-04"
"10367", "1996-07-04"
"10368", "1996-07-04"
"10369", "1996-07-04"
"10370", "1996-07-04"
"10371", "1996-07-04"
"10372", "1996-07-04"
"10373", "1996-07-04"
"10374", "1996-07-04"
"10375", "1996-07-04"
"10376", "1996-07-04"
"10377", "1996-07-04"
"10378", "1996-07-04"
"10379", "1996-07-04"
"10380", "1996-07-04"
"10381", "1996-07-04"
"10382", "1996-07-04"
"10383", "1996-07-04"
"10384", "1996-07-04"
"10385", "1996-07-04"
"10386", "1996-07-04"
"10387", "1996-07-04"
"10388", "1996-07-04"
"10389", "1996-07-04"
"10390", "1996-07-04"
"10391", "1996-07-04"
"10392", "1996-07-04"
"10393", "1996-07-04"
"10394", "1996-07-04"
"10395", "1996-07-04"
"10396", "1996-07-04"
"10397", "1996-07-04"
"10398", "1996-07-04"
"10399", "1996-07-04"
"10400", "1996-07-04"
"10401", "1996-07-04"
"10402", "1996-07-04"
"10403", "1996-07-04"
"10404", "1996-07-04"
"10405", "1996-07-04"
"10406", "1996-07-04"
"10407", "1996-07-04"
"10408", "1996-07-04"
"10409", "1996-07-04"
"10410", "1996-07-04"
"10411", "1996-07-04"
"10412", "1996-07-04"
"10413", "1996-07-04"
"10414", "1996-07-04"
"10415", "1996-07-04"
"10416", "1996-07-04"
"10417", "1996-07-04"
"10418", "1996-07-04"
"10419", "1996-07-04"
"10420", "1996-07-04"
"10421", "1996-07-04"
"10422", "1996-07-04"
"10423", "1996-07-04"
"10424", "1996-07-04"
"10425", "1996-07-04"
"10426", "1996-07-04"
"10427", "1996-07-04"
"10428", "1996-07-04"
"10429", "1996-07-04"
"10430", "1996-07-04"
"10431", "1996-07-04"
"10432", "1996-07-04"
"10433", "1996-07-04"
"10434", "1996-07-04"
"10435", "1996-07-04"
"10436", "1996-07-04"
"10437", "1996-07-04"
"10438", "1996-07-04"
"10439", "1996-07-04"
"10440", "1996-07-04"
"10441", "1996-07-04"
"10442", "1996-07-04"
"10443", "1996-07-04"
"10444", "1996-07-04"
"10445", "1996-07-04"
"10446", "1996-07-04"
"10447", "1996-07-04"
"10448", "1996-07-04"
"10449", "1996-07-04"
"10450", "1996-07-04"
"10451", "1996-07-04"
"10452", "1996-07-04"
"10453", "1996-07-04"
"10454", "1996-07-04"
"10455", "1996-07-04"
"10456", "1996-07-04"
"10457", "1996-07-04"
"10458", "1996-07-04"
"10459", "1996-07-04"
"10460", "1996-07-04"
"10461", "1996-07-04"
"10462", "1996-07-04"
"10463", "1996-07-04"
"10464", "1996-07-04"
"10465", "1996-07-04"
"10466", "1996-07-04"
"10467", "1996-07-04"
"10468", "1996-07-04"
"10469", "1996-07-04"
"10470", "1996-07-04"
"10471", "1996-07-04"
"10472", "1996-07-04"
"10473", "1996-07-04"
"10474", "1996-07-04"
"10475", "1996-07-04"
"10476", "1996-07-04"
"10477", "1996-07-04"
"10478", "1996-07-04"
"10479", "1996-07-04"
"10480", "1996-07-04"
"10481", "1996-07-04"
"10482", "1996-07-04"
"10483", "1996-07-04"
"10484", "1996-07-04"
"10485", "1996-07-04"
"10486", "1996-07-04"
"10487", "1996-07-04"
"10488", "1996-07-04"
"10489", "1996-07-04"
"10490", "1996-07-04"
"10491", "1996-07-04"
"10492", "1996-07-04"
"10493", "1996-07-04"
"10494", "1996-07-04"
"10495", "1996-07-04"
"10496", "1996-07-04"
"10497", "1996-07-04"
"10498", "1996-07-04"
"10499", "1996-07-04"
"10500", "1996-07-04"
"10501", "1996-07-04"
"10502", "1996-07-04"
"10503", "1996-07-04"
"10504", "1996-07-04"
"10505", "1996-07-04"
"10506", "1996-07-04"
"10507", "1996-07-04"
"10508", "1996-07-04"
"10509", "1996-07-04"
"10510", "1996-07-04"
"10511", "1996-07-04"
"10512", "1996-07-04"
"10513", "1996-07-04"
"10514", "1996-07-04"
"10515", "1996-07-04"
"10516", "1996-07-04"
"10517", "1996-07-04"
"10518", "1996-07-04"
"10519", "1996-07-04"
"10520", "1996-07-04"
"10521", "1996-07-04"
"10522", "1996-07-04"
"10523", "1996-07-04"
"10524", "1996-07-04"
"10525", "1996-07-04"
"10526", "1996-07-04"
"10527", "1996-07-04"
"10528", "1996-07-04"
"10529", "1996-07-04"
"10530", "1996-07-04"
"10531", "1996-07-04"
"10532", "1996-07-04"
"10533", "1996-07-04"
"10534", "1996-07-04"
"10535", "1996-07-04"
"10536", "1996-07-04"
"10537", "1996-07-04"
"10538", "1996-07-04"
"10539", "1996-07-04"
"10540", "1996-07-04"
"10541", "1996-07-04"
"10542", "1996-07-04"
"10543", "1996-07-04"
"10544", "1996-07-04"
"10545", "1996-07-04"
"10546", "1996-07-04"
"10547", "1996-07-04"
"10548", "1996-07-04"
"10549", "1996-07-04"
"10550", "1996-07-04"
"10551", "1996-07-04"
"10552", "1996-07-04"
"10553", "1996-07-04"
"10554", "1996-07-04"
"10555", "1996-07-04"
"10556", "1996-07-04"
"10557", "1996-07-04"
"10558", "1996-07-04"
"10559", "1996-07-04"
"10560", "1996-07-04"
"10561", "1996-07-04"
"10562", "1996-07-04"
"10563", "1996-07-04"
"10564", "1996-07-04"
"10565", "1996-07-04"
"10566", "1996-07-04"
"10567", "1996-07-04"
"10568", "1996-07-04"
"10569", "1996-07-04"
"10570", "1996-07-04"
"10571", "1996-07-04"
"10572", "1996-07-04"
"10573", "1996-07-04"
"10574", "1996-07-04"
"10575", "1996-07-04"
"10576", "1996-07-04"
"10577", "1996-07-04"
"10578", "1996-07-04"
"10579", "1996-07-04"
"10580", "1996-07-04"
"10581", "1996-07-04"
"10582", "1996-07-04"
"10583", "1996-07-04"
"10584", "1996-07-04"
"10585", "1996-07-04"
"10586", "1996-07-04"
"10587", "1996-07-04"
"10588", "1996-07-04"
"10589", "1996-07-04"
"10590", "1996-07-04"
"10591", "1996-07-04"
"10592", "1996-07-04"
"10593", "1996-07-04"
"10594", "1996-07-04"
"10595", "1996-07-04"
"10596", "1996-07-04"
"10597", "1996-07-04"
"10598", "1996-07-04"
"10599", "1996-07-04"
"10600", "1996-07-04"
"10601", "1996-07-04"
"10602", "1996-07-04"
"10603", "1996-07-04"
"10604", "1996-07-04"
"10605", "1996-07-04"
"10606", "1996-07-04"
"10607", "1996-07-04"
"10608", "1996-07-04"
"10609", "1996-07-04"
"10610", "1996-07-04"
"10611", "1996-07-04"
"10612", "1996-07-04"
"10613", "1996-07-04"
"10614", "1996-07-04"
"10615", "1996-07-04"
"10616", "1996-07-04"
"10617", "1996-07-04"
"10618", "1996-07-04"
"10619", "1996-07-04"
"10620", "1996-07-04"
"10621", "1996-07-04"
"10622", "1996-07-04"
"10623", "1996-07-04"
"10624", "1996-07-04"
"10625", "1996-07-04"
"10626", "1996-07-04"
"10627", "1996-07-04"
"10628", "1996-07-04"
"10629", "1996-07-04"
"10630", "1996-07-04"
"10631", "1996-07-04"
"10632", "1996-07-04"
"10633", "1996-07-04"
"10634", "1996-07-04"
"10635", "1996-07-04"
"10636", "1996-07-04"
"10637", "1996-07-04"
"10638", "1996-07-04"
"10639", "1996-07-04"
"10640", "1996-07-04"
"10641", "1996-07-04"
"10642", "1996-07-04"
"10643", "1996-07-04"
"10644", "1996-07-04"
"10645", "1996-07-04"
"10646", "1996-07-04"
"10647", "1996-07-04"
"10648", "1996-07-04"
"10649", "1996-07-04"
"10650", "1996-07-04"
"10651", "1996-07-04"
"10652", "1996-07-04"
"10653", "1996-07-04"
"10654", "1996-07-04"
"10655", "1996-07-04"
"10656", "1996-07-04"
"10657", "1996-07-04"
"10658", "1996-07-04"
"10659", "1996-07-04"
"10660", "1996-07-04"
"10661", "1996-07-04"
"10662", "1996-07-04"
"10663", "1996-07-04"
"10664", "1996-07-04"
"10665", "1996-07-04"
"10666", "1996-07-04"
"10667", "1996-07-04"
"10668", "1996-07-04"
"10669", "1996-07-04"
"10670", "1996-07-04"
"10671", "1996-07-04"
"10672", "1996-07-04"
"10673", "1996-07-04"
"10674", "1996-07-04"
"10675", "1996-07-04"
"10676", "1996-07-04"
"10677", "1996-07-04"
"10678", "1996-07-04"
"10679", "1996-07-04"
"10680", "1996-07-04"
"10681", "1996-07-04"
"10682", "1996-07-04"
"10683", "1996-07-04"
"10684", "1996-07-04"
"10685", "1996-07-04"
"10686", "1996-07-04"
"10687", "1996-07-04"
"10688", "1996-07-04"
"10689", "1996-07-04"
"10690", "1996-07-04"
"10691", "1996-07-04"
"10692", "1996-07-04"
"10693", "1996-07-04"
"10694", "1996-07-04"
"10695", "1996-07-04"
"10696", "1996-07-04"
"10697", "1996-07-04"
"10698", "1996-07-04"
"10699", "1996-07-04"
"10700", "1996-07-04"
"10701", "1996-07-04"
"10702", "1996-07-04"
"10703", "1996-07-04"
"10704", "1996-07-04"
"10705", "1996-07-04"
"10706", "1996-07-04"
"10707", "1996-07-04"
"10708", "1996-07-04"
"10709", "1996-07-04"
"10710", "1996-07-04"
"10711", "1996-07-04"
"10712", "1996-07-04"
"10713", "1996-07-04"
"10714", "1996-07-04"
"10715", "1996-07-04"
"10716", "1996-07-04"
"10717", "1996-07-04"
"10718", "1996-07-04"
"10719", "1996-07-04"
"10720", "1996-07-04"
"10721", "1996-07-04"
"10722", "1996-07-04"
"10723", "1996-07-04"
"10724", "1996-07-04"
"10725", "1996-07-04"
"10726", "1996-07-04"
"10727", "1996-07-04"
"10728", "1996-07-04"
"10729", "1996-07-04"
"10730", "1996-07-04"
"10731", "1996-07-04"
"10732", "1996-07-04"
"10733", "1996-07-04"
"10734", "1996-07-04"
"10735", "1996-07-04"
"10736", "1996-07-04"
"10737", "1996-07-04"
"10738", "1996-07-04"
"10739", "1996-07-04"
"10740", "1996-07-04"
"10741", "1996-07-04"
"10742", "1996-07-04"
"10743", "1996-07-04"
"10744", "1996-07-04"
"10745", "1996-07-04"
"10746", "1996-07-04"
"10747", "1996-07-04"
"10748", "1996-07-04"
"10749", "1996-07-04"
"10750", "1996-07-04"
"10751", "1996-07-04"
"10752", "1996-07-04"
"10753", "1996-07-04"
"10754", "1996-07-04"
"10755", "1996-07-04"
"10756", "1996-07-04"
"10757", "1996-07-04"
"10758", "1996-07-04"
"10759", "1996-07-04"
"10760", "1996-07-04"
"10761", "1996-07-04"
"10762", "1996-07-04"
"10763", "1996-07-04"
"10764", "1996-07-04"
"10765", "1996-07-04"
"10766", "1996-07-04"
"10767", "1996-07-04"
"10768", "1996-07-04"
"10769", "1996-07-04"
"10770", "1996-07-04"
"10771", "1996-07-04"
"10772", "1996-07-04"
"10773", "1996-07-04"
"10774", "1996-07-04"
"10775", "1996-07-04"
"10776", "1996-07-04"
"10777", "1996-07-04"
"10778", "1996-07-04"
"10779", "1996-07-04"
"10780", "1996-07-04"
"10781", "1996-07-04"
"10782", "1996-07-04"
"10783", "1996-07-04"
"10784", "1996-07-04"
"10785", "1996-07-04"
"10786", "1996-07-04"
"10787", "1996-07-04"
"10788", "1996-07-04"
"10789", "1996-07-04"
"10790", "1996-07-04"
"10791", "1996-07-04"
"10792", "1996-07-04"
"10793", "1996-07-04"
"10794", "1996-07-04"
"10795", "1996-07-04"
"10796", "1996-07-04"
"10797", "1996-07-04"
"10798", "1996-07-04"
"10799", "1996-07-04"
"10800", "1996-07-04"
"10801", "1996-07-04"
"10802", "1996-07-04"
"10803", "1996-07-04"
"10804", "1996-07-04"
"10805", "1996-07-04"
"10806", "1996-07-04"
"10807", "1996-07-04"
"10808", "1996-07-04"
"10809", "1996-07-04"
"10810", "1996-07-04"
"10811", "1996-07-04"
"10812", "1996-07-04"
"10813", "1996-07-04"
"10814", "1996-07-04"
"10815", "1996-07-04"
"10816", "1996-07-04"
"10817", "1996-07-04"
"10818", "1996-07-04"
"10819", "1996-07-04"
"10820", "1996-07-04"
"10821", "1996-07-04"
"10822", "1996-07-04"
"10823", "1996-07-04"
"10824", "1996-07-04"
"10825", "1996-07-04"
"10826", "1996-07-04"
"10827", "1996-07-04"
"10828", "1996-07-04"
"10829", "1996-07-04"
"10830", "1996-07-04"
"10831", "1996-07-04"
"10832", "1996-07-04"
"10833", "1996-07-04"
"10834", "1996-07-04"
"10835", "1996-07-04"
"10836", "1996-07-04"
"10837", "1996-07-04"
"10838", "1996-07-04"
"10839", "1996-07-04"
"10840", "1996-07-04"
"10841", "1996-07-04"
"10842", "1996-07-04"
"10843", "1996-07-04"
"10844", "1996-07-04"
"10845", "1996-07-04"
"10846", "1996-07-04"
"10847", "1996-07-04"
"10848", "1996-07-04"
"10849", "1996-07-04"
"10850", "1996-07-04"
"10851", "1996-07-04"
"10852", "1996-07-04"
"10853", "1996-07-04"
"10854", "1996-07-04"
"10855", "1996-07-04"
"10856", "1996-07-04"
"10857", "1996-07-04"
"10858", "1996-07-04"
"10859", "1996-07-04"
"10860", "1996-07-04"
"10861", "1996-07-04"
"10862", "1996-07-04"
"10863", "1996-07-04"
"10864", "1996-07-04"
"10865", "1996-07-04"
"10866", "1996-07-04"
"10867", "1996-07-04"
"10868", "1996-07-04"
"10869", "1996-07-04"
"10870", "1996-07-04"
"10871", "1996-07-04"
"10872", "1996-07-04"
"10873", "1996-07-04"
"10874", "1996-07-04"
"10875", "1996-07-04"
"10876", "1996-07-04"
"10877", "1996-07-04"
"10878", "1996-07-04"
"10879", "1996-07-04"
"10880", "1996-07-04"
"10881", "1996-07-04"
"10882", "1996-07-04"
"10883", "1996-07-04"
"10884", "1996-07-04"
"10885", "1996-07-04"
"10886", "1996-07-04"
"10887", "1996-07-04"
"10888", "1996-07-04"
"10889", "1996-07-04"
"10890", "1996-07-04"
"10891", "1996-07-04"
"10892", "1996-07-04"
"10893", "1996-07-04"
"10894", "1996-07-04"
"10895", "1996-07-04"
"10896", "1996-07-04"
"10897", "1996-07-04"
"10898", "1996-07-04"
"10899", "1996-07-04"
"10900", "1996-07-04"
"10901", "1996-07-04"
"10902", "1996-07-04"
"10903", "1996-07-04"
"10904", "1996-07-04"
"10905", "1996-07-04"
"10906", "1996-07-04"
"10907", "1996-07-04"
"10908", "1996-07-04"
"10909", "1996-07-04"
"10910", "1996-07-04"
"10911", "1996-07-04"
"10912", "1996-07-04"
"10913", "1996-07-04"
"10914", "1996-07-04"
"10915", "1996-07-04"
"10916", "1996-07-04"
"10917", "1996-07-04"
"10918", "1996-07-04"
"10919", "1996-07-04"
"10920", "1996-07-04"
"10921", "1996-07-04"
"10922", "1996-07-04"
"10923", "1996-07-04"
"10924", "1996-07-04"
"10925", "1996-07-04"
"10926", "1996-07-04"
"10927", "1996-07-04"
"10928", "1996-07-04"
"10929", "1996-07-04"
"10930", "1996-07-04"
"10931", "1996-07-04"
"10932", "1996-07-04"
"10933", "1996-07-04"
"10934", "1996-07-04"
"10935", "1996-07-04"
"10936", "1996-07-04"
"10937", "1996-07-04"
"10938", "1996-07-04"
"10939", "1996-07-04"
"10940", "1996-07-04"
"10941", "1996-07-04"
"10942", "1996-07-04"
"10943", "1996-07-04"
"10944", "1996-07-04"
"10945", "1996-07-04"
"10946", "1996-07-04"
"10947", "1996-07-04"
"10948", "1996-07-04"
"10949", "1996-07-04"
"10950", "1996-07-04"
"10951", "1996-07-04"
"10952", "1996-07-04"
"10953", "1996-07-04"
"10954", "1996-07-04"
"10955", "1996-07-04"
"10956", "1996-07-04"
"10957", "1996-07-04"
"10958", "1996-07-04"
"10959", "1996-07-04"
"10960", "1996-07-04"
"10961", "1996-07-04"
"10962", "1996-07-04"
"10963", "1996-07-04"
"10964", "1996-07-04"
"10965", "1996-07-04"
"10966", "1996-07-04"
"10967", "1996-07-04"
"10968", "1996-07-04"
"10969", "1996-07-04"
"10970", "1996-07-04"
"10971", "1996-07-04"
"10972", "1996-07-04"
"10973", "1996-07-04"
"10974", "1996-07-04"
"10975", "1996-07-04"
"10976", "1996-07-04"
"10977", "1996-07-04"
"10978", "1996-07-04"
"10979", "1996-07-04"
"10980", "1996-07-04"
"10981", "1996-07-04"
"10982", "1996-07-04"
"10983", "1996-07-04"
"10984", "1996-07-04"
"10985", "1996-07-04"
"10986", "1996-07-04"
"10987", "1996-07-04"
"10988", "1996-07-04"
"10989", "1996-07-04"
"10990", "1996-07-04"
"10991", "1996-07-04"
"10992", "1996-07-04"
"10993", "1996-07-04"
"10994", "1996-07-04"
"10995", "1996-07-04"
"10996", "1996-07-04"
"10997", "1996-07-04"
"10998", "1996-07-04"
"10999", "1996-07-04"
"11000", "1996-07-04"
"11001", "1996-07-04"
"11002", "1996-07-04"
"11003", "1996-07-04"
"11004", "1996-07-04"
"11005", "1996-07-04"
"11006", "1996-07-04"
"11007", "1996-07-04"
"11008", "1996-07-04"
"11009", "1996-07-04"
"11010", "1996-07-04"
"11011", "1996-07-04"
"11012", "1996-07-04"
"11013", "1996-07-04"
"11014", "1996-07-04"
"11015", "1996-07-04"
"11016", "1996-07-04"
"11017", "1996-07-04"
"11018", "1996-07-04"
"11019", "1996-07-04"
"11020", "1996-07-04"
"11021", "1996-07-04"
"11022", "1996-07-04"
"11023", "1996-07-04"
"11024", "1996-07-04"
"11025", "1996-07-04"
"11026", "1996-07-04"
"11027", "1996-07-04"
"11028", "1996-07-04"
"11029", "1996-07-04"
"11030", "1996-07-04"
"11031", "1996-07-04"
"11032", "1996-07-04"
"11033", "1996-07-04"
"11034", "1996-07-04"
"11035", "1996-07-04"
"11036", "1996-07-04"
"11037", "1996-07-04"
"11038", "1996-07-04"
"11039", "1996-07-04"
"11040", "1996-07-04"
"11041", "1996-07-04"
"11042", "1996-07-04"
"11043", "1996-07-04"
"11044", "1996-07-04"
"11045", "1996-07-04"
"11046", "1996-07-04"
"11047", "1996-07-04"
"11048", "1996-07-04"
"11049", "1996-07-04"
"11050", "1996-07-04"
"11051", "1996-07-04"
"11052", "1996-07-04"
"11053", "1996-07-04"
"11054", "1996-07-04"
"11055", "1996-07-04"
"11056", "1996-07-04"
"11057", "1996-07-04"
"11058", "1996-07-04"
"11059", "1996-07-04"
"11060", "1996-07-04"
"11061", "1996-07-04"
"11062", "1996-07-04"
"11063", "1996-07-04"
"11064", "1996-07-04"
"11065", "1996-07-04"
"11066", "1996-07-04"
"11067", "1996-07-04"
"11068", "1996-07-04"
"11069", "1996-07-04"
"11070", "1996-07-04"
"11071", "1996-07-04"
"11072", "1996-07-04"
"11073", "1996-07-04"
"11074", "1996-07-04"
"11075", "1996-07-04"
"11076", "1996-07-04"
"11077", "1996-07-04"
