"10910", "3"
"10911", "3"
"10912", "2"
"10913", "3"
"10915", "3"
"10916", "3"
"10917", "2"
"10918", "2"
"10919", "3"
"10921", "2"
"10922", "2"
"10923", "3"
"10924", "3"
"10925", "2"
"10926", "4"
"10927", "3"
"10928", "2"
"10929", "3"
"10930", "4"
"10931", "2"
"10932", "4"
"10933", "2"
"10935", "3"
"10937", "2"
"10938", "4"
"10939", "2"
"10940", "2"
"10941", "4"
"10943", "3"
"10944", "3"
"10945", "2"
"10946", "3"
"10948", "3"
"10949", "4"
"10951", "3"
"10952", "2"
"10953", "2"
"10954", "4"
"10956", "3"
"10957", "3"
"10958", "3"
"10960", "2"
"10961", "2"
"10962", "5"
"10964", "3"
"10966", "3"
"10967", "2"
"10968", "3"
"10972", "2"
"10973", "3"
"10975", "2"
"10977", "4"
"10978", "4"
"10979", "6"
"10982", "2"
"10983", "2"
"10984", "3"
"10985", "3"
"10986", "4"
"10987", "3"
"10988", "2"
"10989", "3"
"10990", "4"
"10991", "3"
"10993", "2"
"10995", "2"
"10997", "3"
"10998", "4"
"10999", "3"
"11000", "3"
"11001", "4"
"11002", "4"
"11003", "3"
"11004", "2"
"11005", "2"
"11006", "2"
"11007", "3"
"11008", "3"
"11009", "3"
"11010", "2"
"11011", "2"
"11012", "3"
"11013", "4"
"11015", "2"
"11016", "2"
"11017", "3"
"11018", "3"
"11019", "2"
"11021", "5"
"11022", "2"
"11023", "2"
"11024", "4"
"11025", "2"
"11026", "2"
"11027", "2"
"11028", "2"
"11029", "2"
"11030", "4"
"11031", "5"
"11032", "3"
"11033", "2"
"11034", "3"
"11035", "4"
"11036", "2"
"11038", "3"
"11039", "4"
"11041", "2"
"11042", "2"
"11045", "2"
"11046", "3"
"11047", "2"
"11049", "2"
"11052", "2"
"11053", "3"
"11054", "2"
"11055", "4"
"11056", "3"
"11058", "3"
"11059", "3"
"11060", "2"
"11062", "2"
"11063", "3"
"11064", "5"
"11065", "2"
"11066", "3"
"11068", "3"
"11070", "4"
"11071", "2"
"11072", "4"
"11073", "2"
"11075", "3"
"11076", "3"
"11077", "25"
